Quarter,CN_y,CN_dp,CN_de,CN_r,CN_deq,US_y,US_dp,US_de,US_r,US_deq,US_gpr,JP_y,JP_dp,JP_de,JP_r,JP_deq,KR_y,KR_dp,KR_de,KR_r,KR_deq,SG_y,SG_dp,SG_de,SG_r,SG_deq,UK_y,UK_dp,UK_de,UK_r,UK_deq,EA_y,EA_dp,EA_de,EA_r,EA_deq,CH_y,CH_dp,CH_de,CH_r,CH_deq,CA_y,CA_dp,CA_de,CA_r,CA_deq,AU_y,AU_dp,AU_de,AU_r,AU_deq
2002Q2,2.9638515189657433,-1.3101304661832458,-4.742349942331003,1.980666666666667,3.442548304744612,0.6108371700558557,1.0808901358290157,-1.4962409147106115,1.833333333333333,-5.738460314065406,5.0544395040549785,0.715143974854282,0.4446732143391863,2.423418400118038,0.09000000000000001,7.082149702068204,1.8856877766096236,1.3177110187748475,3.278871888807,4.816666666666666,5.819187007355917,3.856923167979076,0.32797667969983735,-1.1006744255984913,0.8872368421052632,-2.759406594725118,0.5255795896316862,0.9730284642576414,-0.8342941290082173,4.168156666666667,-3.0226620626414338,0.466978348843039,0.9833584906911774,2.815404300844282,3.446013708513707,-6.2697707106967755,0.5008257236671199,0.8890609037809583,1.8947504246423108,1.257911523015873,0.869232153352532,0.5891043359512516,1.482007589225276,2.463394793332796,2.509666666666666,-1.43741835477774,1.7070621967143929,0.6548808913763082,3.5646086379731656,4.833333333333333,-2.7373197787733203
2002Q3,2.5660786535145697,-0.8737243706391951,-4.175750403478062,2.126666666666666,4.085409912155006,0.40568740529094427,0.42541449528057385,-1.655323066030423,1.76,-17.753174247805145,4.9528649283460435,0.3072345028925838,-0.17079423451562548,4.022497898507726,0.08,-14.517544332349578,1.8402549358650155,0.4054222702555954,3.4567003338291435,4.84,-14.980067827466826,0.9798265286493191,0.0,-0.06232014425355814,0.9107692307692309,-12.029588218768954,0.5848589538804738,0.08798944694392574,1.5276992358892905,4.011933333333333,-19.335230497148657,0.4574467317597808,0.0503841804335714,4.3970949490087285,3.35735064935065,-25.843729794975488,0.07697983407455311,-0.555568699447484,1.6130856909436275,0.7614675548654244,-21.338642976215848,0.8609928001844125,1.0641936149510478,-0.6737691213683838,2.805666666666667,-14.61821078596035,0.24654299350643782,0.6506200896054359,-3.1791279164975705,4.953333333333333,-7.128378393189201
2002Q4,2.101530796596407,0.9947009064346091,0.7560111608913012,2.346666666666667,-12.455838778694922,0.12352872316245822,0.31327769102693637,0.27885181894529154,1.486666666666667,-0.7559510300826409,5.129839541574732,0.2333137953956843,-0.10261673553122463,-3.269380025999613,0.08666666666666667,-11.773175769922805,0.9399665622262354,0.5251415016650718,-1.3819983182409068,4.906666666666667,-7.06973002171188,0.3195363000145335,0.03273858271146679,-0.5220792034159594,0.9626315789473684,-7.383141614925058,0.6578025797549181,0.4825629017823907,0.4373672360859615,3.984399999999999,-3.5198613771174303,0.1863632721832431,0.5400327096088731,0.9408338772693092,3.108817908902694,-6.992802394729498,-0.647410331472642,0.528859063524667,0.427242765828062,0.587913848757764,-6.0170319052526695,0.5477377154663898,0.49496883762607524,-0.2583933745932576,2.715166666666667,-2.223311817019546,0.8367548123710655,0.6464143730920746,2.086135538209266,4.856666666666666,-3.6013129641465547
2003Q1,2.816694198945102,1.6576772091537961,-1.204208936779061,2.313333333333333,0.45585064987461704,0.5252600775873972,1.0068734948266211,-2.178484500654143,1.263333333333333,-3.1910906284811693,5.591919381510808,-0.11506199512529847,-0.411523214510634,-0.4091900799163106,0.09000000000000001,-3.524378495633693,-0.5387887696797655,1.7457171150970119,0.07133824356495566,4.666666666666667,-13.115032188842783,-1.0723184053855306,0.326797676461954,-1.0822135122695364,0.7427397260273972,-6.7614541857089385,0.8406324801300435,-0.0437732552404313,-3.548380104965343,3.797303333333333,-8.24564085316353,-0.2711526126876862,0.7113914556849288,4.503587348567972,2.68307352092352,-11.196352235398898,-0.6302578197112219,0.17715975381529248,1.7371185902659292,0.4103888468253967,-12.272053081247968,0.5548309507245719,1.340546476878135,3.5018436169971245,2.855333333333334,2.067794070151307,0.23009572260868083,1.280426657831768,3.7516435124820724,4.77,-3.4977625016516187
2003Q2,1.8607377224446608,-1.1710682390051907,-3.4576132299166673,2.203333333333333,4.95318178235653,0.8817230448537217,0.3636367643384375,-3.377777335914267,1.166666666666667,8.678212819708737,5.235856685205431,0.8217265510235272,0.4457404945707566,-1.1377308734177305,0.08333333333333333,-1.3601023087561168,0.06610107444142699,0.5750392016077299,-1.9574452357613126,4.43,4.910328723948277,-0.48457046885257427,-0.16326534238855217,-2.2726109506427505,0.6561333333333333,3.7503399254680168,0.9238732565367336,0.8284329044784933,-2.717734396393734,3.639386666666667,7.837598226967741,0.05484280205205749,0.6693133563586251,3.8239273404034435,2.361910317460317,5.710618245914582,-0.12465731851936113,0.3927076905627658,-1.917930847967142,0.16356135,6.52828605660925,-0.1451466438144422,-0.16252238259584217,6.2502230444242635,3.157,3.1402228238333545,0.39018509267236823,0.0,5.515698357928489,4.746666666666667,3.3243760801370668
2003Q3,2.711698538250573,-0.6776413930368541,-1.1004432488993743,2.793333333333333,-6.066651673542194,1.6495202592908598,0.48882146760069745,0.38728680886528366,1.07,6.451586437101932,4.870938905127979,0.2897257468321257,-0.1712036028514774,0.4835020883633412,0.09000000000000001,19.18283454883301,1.5864249905471084,0.27198955531977376,3.0118345484065223,3.96,15.62221310411275,6.427097283395078,0.29368596733094776,-0.16023198911181424,0.7594871794871795,15.304007035683947,1.0375782792289456,0.04341219950960706,-0.18054990542752947,3.569803333333333,4.273782661882578,0.6542730125691065,0.13168184282141837,-0.7982680909915274,2.13926341050254,7.043743850380565,0.8893953375711305,-0.6536529842628092,-3.1062393339476024,0.151062937549407,9.826442197462846,0.3731663090367654,0.38961088245645925,1.359180477387678,2.774,8.713863131653671,1.691103733701027,0.634117255835065,2.943514295467864,4.816666666666666,4.691831419527491
2003Q4,2.15499055312951,2.7856007335334,-1.1703302988337327,3.163333333333334,-3.687577849057851,1.1540367037562227,0.018058690793942844,-3.6582410465241466,1.103333333333333,5.438395953002741,4.77598130670846,1.0062476331268222,-0.1714972123296299,4.890736686096631,0.09000000000000001,3.2808216765224225,2.5179069832620193,0.868262819445409,-3.3926990734481244,4.166666666666667,7.483860204688369,3.634009229360302,0.19531256208820125,-1.3646972132869806,0.775,9.044018647905647,0.7804070455083689,0.4762944704553185,1.7587165569318053,3.93415,4.219357740534382,0.6481111480886703,0.5699890362611093,2.4116416176958033,2.14964951690821,3.982322628276898,1.0184788101928355,0.6023993435222863,0.7106081207416182,0.136263954968944,3.7196953593800632,0.6850710195465126,0.16189092090099777,3.6467793346649735,2.647333333333334,6.3285541051056615,1.6850411834193224,0.504425339584369,5.175172960340291,5.25,2.763153022592101
2004Q1,2.7803627694462207,1.788776319246299,-0.5685940245298227,2.48,16.874830691923943,0.5650520244302903,0.8988016645945507,-1.9298813957691507,1.053333333333333,7.023089341630953,4.806967519282702,0.8519021060924281,-0.24059128292064358,-1.265161080209598,0.08666666666666667,5.446171978100205,1.4129913148170026,1.4808416491512766,-0.11620380131969199,4.09,9.810237264460877,0.26211668203330873,0.920453519686415,0.42485869785942043,0.7508108108108108,7.378229664155757,0.3167298619524139,0.0,3.5805396897019115,4.17286,2.488800447736331,0.5098206638027847,0.3754799938317177,1.8596825528376826,2.062950759144237,8.541496899929106,0.6513682812682831,-0.2863176908955545,-0.5091906710734229,0.144940797826087,8.078609421866707,0.7245167635605121,0.5162967260931239,-1.3643553781776063,2.201833333333333,9.123746343288989,0.743455143012639,0.8766452548319315,4.700419112573506,5.543333333333333,3.363715654017467
2004Q2,1.5527312685215122,0.3314257756849237,1.1912908682511159,2.843333333333333,-5.518026150256393,0.7719649922285576,1.421488043371788,2.9067069383215127,1.246666666666667,-0.9229578757904503,4.912532329206697,-0.07296102938836313,0.2749142624921319,-1.8830577949971783,0.08333333333333333,4.624454399034888,0.8304588401363056,0.7322778450527423,2.1948574603779747,3.906666666666667,-4.383437326712827,2.3460040662696358,0.4345652835840319,0.5611298785028751,0.7724,-2.006725431126898,0.47941861461442414,0.8173846326166689,0.34722257107491217,4.57106,0.6438995657998047,0.6279575799628567,1.234808507526619,-1.9876797127021284,2.082429653679653,-1.9058411893971148,0.7215449868365198,1.1996351638194014,1.019490192081829,0.2325222879585327,-0.07356478798335067,1.1778958074740942,1.120190942251842,-2.383560940460061,1.980166666666667,-1.680815527760879,0.7340169322524126,0.4975060661475794,-5.674937083753306,5.513333333333333,2.9879637817956493
2004Q3,2.608760491475115,0.1299316094175218,-0.5842648678447304,2.986666666666667,-12.675203234194099,0.9441229877194424,0.352237067250627,-0.8939067981662774,1.703333333333333,-1.681791274384075,4.954088457910443,0.552648436394243,0.034311202944348196,-0.9007411585082892,0.09000000000000001,-3.144237410731885,0.2555057833586005,1.1595078478963572,1.3429086828743664,3.71,-5.1877751750750525,1.8510122556190112,0.3330006407191277,-0.4070822473305036,1.168589743589743,5.029123059744919,0.3568921958294169,0.04283572564958149,-0.4511051930648158,4.922253333333334,-1.0528830646769691,0.2298923519610696,0.10054091856561698,0.4902626034120061,2.116303030303033,-3.0978253136435754,0.04446933034163436,-0.6116824897169693,-0.29180923837399675,0.492897075757576,-4.3190729813959186,1.1753914515958641,0.19077907217273093,3.4487835798790556,2.147833333333333,-0.5749973285782689,0.6747110816532675,0.37152085703375803,-1.000928935622536,5.44,3.11806013537988
2004Q4,3.3134665016255394,0.792228238686743,-3.4000930557750664,2.86,-3.856432297155806,1.015039132555362,0.5959702126978605,-3.973472836950087,2.25,5.113226692440313,4.766353223579481,-0.38189262927881273,0.44497762966093646,1.3736244285060373,0.09333333333333334,-1.2334288957531894,0.8163023428988225,-0.05710878922391416,2.3764623966359366,3.443333333333333,9.44431986630431,3.0595159889609036,-0.0665114756813523,-0.01924298118201051,1.40578947368421,5.077513699253249,0.45532140204622706,0.6403437035206849,-1.8885807220868855,4.88511,6.048325816421274,0.4472326628089718,0.6091226655909665,2.3898519214470504,2.163608476064997,5.7056417301226245,0.35667573401605424,1.069532240748039,1.9814957828426571,0.6395496370851373,1.0646040218809893,0.7191232214703192,0.4437408232123907,5.652225976406466,2.546166666666667,6.334182651164119,0.762991230392629,0.7389263467985963,3.621022602047752,5.416666666666667,8.119519842423745
2005Q1,2.90231436913273,1.4552311511146776,-0.27367966725257986,2.46,-5.931831208680356,1.1032550523784046,0.6271797562066084,-1.1893067686405523,2.783333333333333,2.5409303586558263,4.606103084036689,0.617111241333923,-0.7197974522325623,-1.6872242904274692,0.09333333333333334,5.022846411264072,0.9317548668652087,1.3643940578575986,6.453656409657782,3.536666666666667,9.9608830546543,-1.9807587425093587,-0.4668231218552421,-1.169196439514586,1.856111111111111,5.353604815163536,0.7685252045590119,0.25499376332733803,-0.18287597362904862,4.91707,4.506660485873012,0.27107431044068875,0.11180323796784464,-1.1907155339537567,2.140323015873017,5.3207585486905575,0.8126955486660314,-0.31439757138498337,-1.8705818406825614,0.6648571920634919,5.516505699960321,0.3495910221460008,0.3472773813778751,-1.2384523402600323,2.466,5.321824085375352,0.8178432866300156,0.7334887071341001,1.571033181221182,5.62,7.226624627755209
2005Q2,2.535048385113603,-0.7114209639408564,-0.12963703450967756,1.743333333333333,-10.891126272270899,0.49141503100562645,1.3284073548534892,1.9375426053295008,3.23,-0.8700111787292196,4.4862364885743125,0.9565652298857863,0.13750431867469715,-2.557530407094788,0.08333333333333333,-2.5318361347188034,1.857616272314111,0.4681932323946647,2.684899970878085,3.513333333333333,1.0335281704104777,3.1318066613829743,0.2548483458714834,-0.687744495024667,2.08,2.157102396039493,0.8286765660080242,0.9714965531480324,0.8584650631616064,4.89285,0.5375654953540666,0.6172275780064851,1.2098281279150136,-1.865290043452017,2.12463997113997,1.2667418978959923,1.2385516086519388,0.9100521678200302,-1.0773564344009223,0.6719385225829724,3.5243418391771497,0.7201523366533458,0.9098101973464168,-1.0494803473671155,2.459333333333333,1.7253830461110862,0.4447792843177645,0.6071661519749583,0.3125401191895527,5.696666666666666,-0.7041962082441542
2005Q3,2.8822693465927696,-0.23669398928918284,2.4883646993571595,1.516666666666667,0.02512193947418506,0.7807581698624055,1.2094517583212117,1.039624741414169,3.736666666666667,3.532543895032826,4.857069628300103,0.8971227203304899,-0.1719099615395514,-3.461660730237792,0.09000000000000001,8.539702497942688,1.394080067232295,0.5334276793176329,-0.979287868608214,3.57,14.366372194482322,3.9380104247570102,0.7385289323650568,0.3092886873869105,1.892952307692308,5.450304991949293,0.9163612107247587,0.5031457155366681,-1.9869434714353318,4.616483333333334,6.915941614343149,0.7469492732472105,0.37386163457320265,-2.1016588172769524,2.130347731978167,7.678672421491521,0.99215736935232,-0.4899979329101356,-2.6225179940150056,0.672359036075036,8.180607299162999,1.204605015702498,0.870652266004246,3.8257420848665014,2.676666666666667,9.684568092371384,1.0793518748381636,0.9638659364790136,0.7138921411213417,5.63,7.349909473487486
2005Q4,3.343071309019452,0.86301807857323,2.4801809588987034,1.71,-0.6098159566144453,0.5539792380204744,0.5066722543348057,0.7665567266395001,4.296666666666667,0.5155752757142468,4.484470400750307,0.28088666828862685,0.0,-5.40730581811486,0.09333333333333334,16.248399589370447,1.1408961800968953,0.06603281356785118,0.3313312451019179,3.976666666666667,12.705875216187948,3.6689189570289216,0.5876215294381204,0.08205529423976898,2.579067741935484,-0.09477012063549296,1.0406079107238675,0.5006268278144432,-0.43557823223610015,4.614266666666667,2.275835182896558,0.6965152708103162,0.6538402010328959,-1.31586899818954,2.34344660894661,3.6878344274930703,0.9767758038549346,0.9853991063165424,0.09964359081457985,0.8402605572871574,9.878278972168939,0.9882557782579404,0.06190034242834486,2.4323917319991395,3.178666666666667,2.0226503616061735,0.8391049850593468,0.4784799109912363,-0.9178892794076354,5.63,3.1000490733333224
2006Q1,3.6215642417604776,1.4892862485979208,0.08067386841617008,1.835,12.193722306681563,1.3364138444498685,0.5376357036380064,-1.4679162663048473,4.72,4.18329379753939,4.547435135336853,0.07764643434597929,-0.10328801055985437,-2.050377134343506,0.1130333333333333,11.25797928986803,1.5771698036425086,0.9914781071933554,5.421859788953753,4.223333333333334,6.89004996104015,-1.0234893269883472,-0.228415815915195,1.1610653681796812,3.123131147540984,6.4751471735293125,0.359403772793776,0.12476607981550814,-1.4247768054916676,4.591026666666667,6.865874213488597,0.9380024493662376,0.09751341582067141,-0.6909078960903869,2.611546837944663,8.29729986393059,1.2071259826613279,-0.17876812812378517,-1.3148191186409974,1.011483136991029,7.9504483169602365,0.8086277750840587,0.49382816405829644,1.0513366634421928,3.603333333333333,8.913327894943421,0.0669391368709249,0.8318488226781717,-1.3912094452143364,5.616666666666667,7.053256881794348
2006Q2,2.998133345296772,-0.4707819576703187,-3.004703867154479,2.34,19.12639650340726,0.25841857443538174,1.678198395225916,-0.5024688511232611,5.176666666666667,-0.09761517674336642,4.524682935075405,0.27654592678612033,0.44681291039196935,0.20072664104979765,0.2533333333333334,-0.08065283265063623,0.7191377733625437,0.6229479987235997,1.0893235833210113,4.386666666666667,0.029115820898712525,1.8270774503067244,0.07920316023586338,-0.1661482965626071,3.116851612903226,1.5642358798376637,0.2649117159828407,1.2802157090582078,1.575561723260499,4.688693333333333,0.6380642821648125,1.0999747378824587,1.359142720353912,2.9711220677226535,2.889486531986533,-0.8579313187129759,0.863786597123184,1.0020927686786862,0.8310029462265334,1.28340076984127,-1.3671479737648435,0.049994325095514824,1.1022769290749856,2.1172675767612503,4.108666666666667,0.425205611314422,0.23940097733472498,1.6432219220131827,0.10024739307041841,5.84,4.57586755096298
2006Q3,3.0042624910662674,-0.30182308223150045,-0.15165230507179217,2.896666666666667,8.478192207197802,0.14984360437750865,0.5586606708639863,-0.22174544136275287,5.393333333333334,0.5130695769860305,4.882625139284358,-0.013833385827677347,0.27397277411198573,-1.9046565568014096,0.436,-3.515768785631729,1.555109535995225,0.812127742028057,-0.11595454802799665,4.649999999999999,-2.5821798584657327,3.7847197009504896,0.29020915412587556,0.4899228624775098,3.2317828125,-0.8462700760453283,0.15707697332523196,0.6136243430895583,2.3506094369574626,4.900826666666667,0.22206847600171672,0.5483103179850346,0.07304742640412698,0.6047768579962032,3.221349896480334,0.7962660134762409,0.7394238093999306,-0.5932937629895108,-1.180925542783129,1.53138430735931,2.789991126550005,0.281101756155433,0.06088280248945921,-0.43939001140262945,4.160666666666667,-0.2582322318005883,1.5201779523153824,0.9270084000286616,1.7017187074273465,6.149999999999999,-1.9362340100137778
2006Q4,3.3239250179236457,1.1976009530440201,2.025753789106144,2.84,19.21097560877808,0.8557775564906223,-0.8556905922174174,-1.9378069218599414,5.323333333333333,7.554539008434917,4.579954936847027,1.3351964221717694,-0.27397277411198573,-2.8615926700739536,0.4963333333333333,5.28234431898372,0.8270747888272645,-0.3239727173642848,0.602573513145277,4.643333333333334,5.567562746076509,3.5997017578825563,0.4506533115645084,0.739963119466136,3.266698412698413,12.271991198269893,0.35501183812423065,0.6504087969176453,1.618845878984132,5.21629,4.623559279883703,1.1605742084226378,0.272495419137897,-0.25530522825691904,3.594464114832537,7.910645664412999,1.38069675532293,0.22777550724537576,-0.9863479707603595,1.820583213903743,8.045552644097388,0.397439620238238,-0.3047853624253527,-1.9645449013881766,4.165166666666667,4.904279702029517,1.2486728721448515,-0.1154134211295954,0.4818369811638412,6.346666666666667,7.445132637383585
2007Q1,3.480627791821478,2.2856356329548966,2.739897418811399,2.693333333333333,35.32453722464986,0.30038406224006664,1.0140118635003859,0.0,5.31,2.5456421660368025,4.541271460137859,0.7161598326736573,-0.550207715398443,-3.9793168808047064,0.62,5.4070190083323055,1.757181531462848,0.8731515253399103,-0.5971772958922372,4.936666666666667,1.6580054503799073,-0.9970012497866776,-0.9440090493335163,-0.9248487741656319,2.869596721311475,12.034706693049841,1.091645588242418,0.202388249613783,0.4051566167283305,5.533796666666666,1.9625066637312192,0.7023808430084877,0.19527890876220866,-0.08725347686979745,3.820324242424243,2.927716289202451,0.7050942032635454,-0.5488363642643712,-2.150962561471914,2.107221853607503,4.410949971634057,0.6361785118156327,0.9418268008833053,-3.1853229369109393,4.167833333333333,4.548246851289102,1.3542789333070182,0.0,0.47323178829321577,6.41,7.19424926644808
2007Q2,3.0345134126021023,0.3636361219134798,-1.0416760858255714,3.543333333333333,29.976087061145236,0.6098982910752504,1.8991799532783737,-1.3636157264545368,5.316666666666666,4.869302647878967,4.489310299893557,0.1547948792311793,0.4815970780585488,-3.3155670720671715,0.6833333333333332,1.7304549137032845,1.6786560907831927,1.0576959567802469,0.029673990964873553,5.006666666666667,14.03195852583726,3.1803895304470586,1.339644181687838,-0.5257066610604433,2.213724193548387,10.169775233139044,0.9359329028082897,1.0458663313536398,-0.9132719838041758,5.765530000000001,4.145066873867723,0.6738693063708112,1.3563780067745057,1.2354884408684264,4.064796233006764,6.127996614649456,1.3839695182556788,1.4372622964033077,-1.1642139742043867,2.328141090852133,2.7898345738581494,0.9610896607187946,1.470835460530484,5.916155112856014,4.2375,6.023551685174548,0.624145234719542,1.2622144498773302,4.321118144738545,6.423333333333333,7.077314423817439
2007Q3,2.558283271490458,2.158712183548328,1.9154093944062645,3.326666666666667,20.11322214616759,0.5743731106433891,0.27554872675503717,-2.2757176416154934,5.423333333333333,-0.37557163785574027,4.571303116476514,-0.6582314707699766,0.20569085071775461,0.7618117087133669,0.82,-4.618635773126221,1.1771811786055686,0.667765007233001,-1.4809047216805205,5.2,13.732415830067529,4.6273358568486245,2.2509516611723512,1.0448287820487678,2.26250625,0.3309388857352639,0.9379518737448578,0.040008002133973264,-0.4349814763706661,6.363453333333333,-2.6775445498882835,0.3913740576053648,0.10183876410554404,-0.1487652758741298,4.500496837944663,-2.2268813407971204,0.8711320002690037,-0.4838687093079663,-0.5831395870247391,2.57063412878788,-4.6257800133552305,0.3739808681024748,0.0,3.80967444038971,4.252333333333334,0.17514726625980043,1.1968530285027867,0.6818270356406586,0.5351143120139845,6.72,-0.493536802777801
2007Q4,2.7586465228259804,1.6939261105341608,-0.5149509187272194,4.483333333333333,12.750283572591812,0.6262715510755967,0.7086973527021811,-4.016914490320556,5.023333333333333,0.2195356644018052,4.558218331092299,0.5660331676260455,0.4101167744214429,0.7874304443057589,0.86,-5.4317658039113,1.9499535552223612,0.7250341276965777,-2.705304747170967,5.5,3.9828063063770327,-0.4065864517173168,1.5190993107545125,2.1513549548755506,1.616185714285714,2.894327109083164,0.8416787303248796,0.9554212804811613,-3.0855682922892314,6.346049999999999,1.4117271038572956,0.4988865282347099,1.2773383643237324,2.097834807105503,4.724768393315304,1.361611437610462,0.5738460478043272,1.260956910014066,0.5180618982397078,2.365353487134777,-1.620771705334596,0.13134657640261338,-0.029801818131591773,4.189490117812511,3.910333333333333,0.36777103898062546,0.36533113873069567,0.9019254511821728,1.9183389080509983,7.116666666666667,5.039233516319573
